timestamp,drawn_number,black,red,white,total_bet_black,total_bet_black_robot,total_bet_red,total_bet_red_robot,total_bet_white,total_bet_white_robot,total,total_paid,profit,profit_%
20526,4,0,1,0,34595,"3459,5",27809,"2780,9",45482,"9096,4","114126,4","50056,2","64070,2","0,5613968372"
20527,0,0,0,1,36893,"3689,3",33553,"3355,3",28066,"5613,2","105556,6","314339,2","-208782,6","-1,97792085"
20528,5,0,1,0,45393,"4539,3",15939,"1593,9",29221,"5844,2","96686,2","28690,2",67996,"0,7032647886"
20529,3,0,1,0,22853,"2285,3",27138,"2713,8",38712,"7742,4","93702,1","48848,4","44853,7","0,4786840423"
20530,12,1,0,0,43540,4354,31764,"3176,4",33664,"6732,8","116498,4",78372,"38126,4","0,3272697307"
20531,13,1,0,0,29243,"2924,3",17966,"1796,6",20636,"4127,2","72565,9","52637,4","19928,5","0,2746262363"
20532,7,0,1,0,47936,"4793,6",38787,"3878,7",36248,"7249,6","131643,3","69816,6","61826,7","0,469653222"
20533,14,1,0,0,24023,"2402,3",26773,"2677,3",30404,"6080,8","86279,6","43241,4","43038,2","0,4988224331"
20534,0,0,0,1,18476,"1847,6",25266,"2526,6",35062,"7012,4","83178,2","392694,4","-309516,2","-3,72112164"
20535,1,0,1,0,34994,"3499,4",41497,"4149,7",24673,"4934,6","108813,1","74694,6","34118,5","0,3135514014"
20536,6,0,1,0,35096,"3509,6",33293,"3329,3",45268,"9053,6","120495,9","59927,4","60568,5","0,5026602565"
20537,11,1,0,0,38805,"3880,5",14409,"1440,9",15358,"3071,6","73893,4",69849,"4044,4","0,05473289901"
20538,5,0,1,0,40217,"4021,7",42121,"4212,1",28302,"5660,4","118873,8","75817,8",43056,"0,3621992399"
20539,5,0,1,0,32950,3295,10352,"1035,2",14476,"2895,2","62108,2","18633,6","43474,6","0,6999816449"
20540,12,1,0,0,32684,"3268,4",27118,"2711,8",10387,"2077,4","76169,2","58831,2",17338,"0,2276248142"
20541,10,1,0,0,33757,"3375,7",12271,"1227,1",38931,"7786,2","89561,8","60762,6","28799,2","0,3215567351"
20542,8,1,0,0,10703,"1070,3",33666,"3366,6",14042,"2808,4","62847,9","19265,4","43582,5","0,6934599247"
20543,12,1,0,0,49887,"4988,7",16830,1683,37987,"7597,4","111375,7","89796,6","21579,1","0,1937505219"
20544,6,0,1,0,46326,"4632,6",12752,"1275,2",26736,"5347,2","91721,8","22953,6","68768,2","0,7497476063"
20545,10,1,0,0,46239,"4623,9",38681,"3868,1",27827,"5565,4",121239,"83230,2","38008,8","0,3135030807"
20546,6,0,1,0,42703,"4270,3",12595,"1259,5",37870,7574,"98697,8",22671,"76026,8","0,7702988314"
20547,5,0,1,0,14746,"1474,6",46438,"4643,8",10732,"2146,4","78034,4","83588,4",-5554,"-0,07117373876"
20548,1,0,1,0,26578,"2657,8",19550,1955,42582,"8516,4","93322,8",35190,"58132,8","0,6229217297"
20549,6,0,1,0,49089,"4908,9",22171,"2217,1",48897,"9779,4",127283,"39907,8","87375,2","0,6864640211"
20550,4,0,1,0,41607,"4160,7",13861,"1386,1",22938,"4587,6","83952,8","24949,8",59003,"0,7028115798"
20551,8,1,0,0,38404,"3840,4",10020,1002,18150,3630,"71416,4","69127,2","2289,2","0,03205426205"
20552,4,0,1,0,33168,"3316,8",33969,"3396,9",38899,"7779,8","112749,7","61144,2","51605,5","0,4576996657"
20553,11,1,0,0,34751,"3475,1",25159,"2515,9",33998,"6799,6",99899,"62551,8","37347,2","0,3738495881"
20554,8,1,0,0,23072,"2307,2",40224,"4022,4",48708,"9741,6","118333,6","41529,6",76804,"0,6490464247"
20555,4,0,1,0,29956,"2995,6",33845,"3384,5",46176,"9235,2","116357,1",60921,"55436,1","0,4764307464"
20556,10,1,0,0,34147,"3414,7",28883,"2888,3",47322,"9464,4",116655,"61464,6","55190,4","0,4731078822"
20557,1,0,1,0,25151,"2515,1",36704,"3670,4",28685,5737,"96725,5","66067,2","30658,3","0,316961918"
20558,14,1,0,0,42157,"4215,7",34445,"3444,5",49131,"9826,2","133393,2","75882,6","57510,6","0,43113592"
20559,11,1,0,0,31515,"3151,5",14029,"1402,9",15948,"3189,6","66046,4",56727,"9319,4","0,14110383"
20560,10,1,0,0,48287,"4828,7",17886,"1788,6",14990,2998,"87780,3","86916,6","863,7","0,009839337528"
20561,12,1,0,0,30236,"3023,6",32945,"3294,5",24008,"4801,6","93507,1","54424,8","39082,3","0,4179607752"
20562,6,0,1,0,32768,"3276,8",45763,"4576,3",11732,"2346,4","98116,1","82373,4","15742,7","0,1604497121"
20563,3,0,1,0,25672,"2567,2",16471,"1647,1",15728,"3145,6","62085,3","29647,8","32437,5","0,5224666709"
20564,3,0,1,0,42845,"4284,5",16779,"1677,9",33552,"6710,4","99138,4","30202,2","68936,2","0,6953531629"
20565,3,0,1,0,15944,"1594,4",44200,4420,33603,"6720,6","99761,4",79560,"20201,4","0,2024971582"
20566,13,1,0,0,10670,1067,15209,"1520,9",38497,"7699,4","66963,9",19206,"47757,9","0,713188748"
20567,2,0,1,0,43293,"4329,3",19363,"1936,3",21590,4318,"90511,6","34853,4","55658,2","0,6149289152"
20568,0,0,0,1,13853,"1385,3",31974,"3197,4",29635,5927,"80044,7",331912,"-251867,3","-3,146583097"
20569,7,0,1,0,21464,"2146,4",49291,"4929,1",42349,"8469,8","120179,5","88723,8","31455,7","0,2617393149"
20570,9,1,0,0,18932,"1893,2",32499,"3249,9",40103,"8020,6","96677,1","34077,6","62599,5","0,6475111479"
20571,3,0,1,0,14022,"1402,2",32656,"3265,6",18180,3636,"69525,8","58780,8",10745,"0,1545469452"
20572,1,0,1,0,42380,4238,24352,"2435,2",25412,"5082,4","98817,2","43833,6","54983,6","0,5564173039"
20573,8,1,0,0,46002,"4600,2",40507,"4050,7",18211,"3642,2","113370,9","82803,6","30567,3","0,2696220988"
20574,4,0,1,0,11631,"1163,1",36634,"3663,4",16970,3394,"70061,5","65941,2","4120,3","0,05880976"
20575,4,0,1,0,37878,"3787,8",27264,"2726,4",31798,"6359,6","103454,2","49075,2",54379,"0,5256335654"
20576,6,0,1,0,37753,"3775,3",17134,"1713,4",40374,"8074,8","100749,7","30841,2","69908,5","0,6938829595"
20577,8,1,0,0,46876,"4687,6",46737,"4673,7",25486,"5097,2","128460,3","84376,8","44083,5","0,3431682784"
20578,12,1,0,0,19805,"1980,5",23013,"2301,3",33770,6754,"80869,8",35649,"45220,8","0,5591803121"
20579,2,0,1,0,13492,"1349,2",46569,"4656,9",10307,"2061,4","76374,1","83824,2","-7450,1","-0,09754746701"
20580,6,0,1,0,27521,"2752,1",47623,"4762,3",19270,3854,"101928,4","85721,4",16207,"0,1590037713"
20581,4,0,1,0,33604,"3360,4",27627,"2762,7",45533,"9106,6","112887,1","49728,6","63158,5","0,5594837674"
20582,12,1,0,0,23017,"2301,7",41791,"4179,1",38422,"7684,4","109710,8","41430,6","68280,2","0,622365346"
20583,9,1,0,0,37092,"3709,2",33717,"3371,7",47844,"9568,8","125733,9","66765,6","58968,3","0,4689928492"
20584,5,0,1,0,33970,3397,25201,"2520,1",36178,"7235,6","101266,1","45361,8","55904,3","0,5520534513"
20585,14,1,0,0,46756,"4675,6",38268,"3826,8",40168,"8033,6","133694,4","84160,8","49533,6","0,3704986895"
20586,13,1,0,0,40603,"4060,3",25328,"2532,8",12302,"2460,4","84826,1","73085,4","11740,7","0,138409051"
20587,1,0,1,0,45985,"4598,5",10484,"1048,4",37007,"7401,4","99122,9","18871,2","80251,7","0,8096181609"
20588,3,0,1,0,28294,"2829,4",31785,"3178,5",40951,"8190,2","107037,9",57213,"49824,9","0,4654883924"
20589,3,0,1,0,15696,"1569,6",31695,"3169,5",43251,"8650,2","95381,1",57051,"38330,1","0,4018626332"
20590,11,1,0,0,18566,"1856,6",47083,"4708,3",45287,"9057,4","117500,9","33418,8","84082,1","0,7155868593"
20591,13,1,0,0,21343,"2134,3",46900,4690,37219,"7443,8","112286,3","38417,4","73868,9","0,65786209"
20592,14,1,0,0,16068,"1606,8",25937,"2593,7",21870,4374,"68075,5","28922,4","39153,1","0,5751423052"
20593,9,1,0,0,15934,"1593,4",35668,"3566,8",37580,7516,"94342,2","28681,2",65661,"0,6959875856"
20594,6,0,1,0,41258,"4125,8",29841,"2984,1",47407,"9481,4","125615,9","53713,8","71902,1","0,572396488"
20595,1,0,1,0,47252,"4725,2",45589,"4558,9",35145,7029,"137270,1","82060,2","55209,9","0,4021990222"
20596,14,1,0,0,21464,"2146,4",48161,"4816,1",17065,3413,"93652,5","38635,2","55017,3","0,5874621606"
20597,1,0,1,0,14664,"1466,4",10480,1048,27099,"5419,8","54757,4",18864,"35893,4","0,6554986175"
20598,4,0,1,0,41366,"4136,6",28221,"2822,1",18332,"3666,4","94877,7","50797,8","44079,9","0,4645970549"
20599,13,1,0,0,46509,"4650,9",10761,"1076,1",21557,"4311,4",84554,"83716,2","837,8","0,009908460865"
20600,9,1,0,0,42657,"4265,7",32426,"3242,6",37348,"7469,6","119939,3","76782,6","43156,7","0,3598211762"
20601,12,1,0,0,42171,"4217,1",26201,"2620,1",48488,"9697,6","123697,2","75907,8","47789,4","0,3863418089"
20602,9,1,0,0,37459,"3745,9",48442,"4844,2",16543,"3308,6","111034,1","67426,2","43607,9","0,3927433104"
20603,1,0,1,0,38371,"3837,1",18985,"1898,5",18739,"3747,8","81830,6",34173,"47657,6","0,5823933834"
20604,1,0,1,0,27217,"2721,7",47758,"4775,8",24362,"4872,4","106834,5","85964,4","20870,1","0,1953498168"
20605,6,0,1,0,17121,"1712,1",10556,"1055,6",41564,"8312,8","72008,7","19000,8","53007,9","0,7361318841"
20606,14,1,0,0,35175,"3517,5",17840,1784,41970,8394,"100286,5",63315,"36971,5","0,3686587926"
20607,9,1,0,0,49414,"4941,4",37372,"3737,2",23504,"4700,8","118968,6","88945,2","30023,4","0,2523640692"
20608,13,1,0,0,43760,4376,23774,"2377,4",20523,"4104,6","94810,4",78768,"16042,4","0,1692050661"
20609,2,0,1,0,25388,"2538,8",12808,"1280,8",34549,"6909,8","76564,6","23054,4","53510,2","0,6988895652"
20610,3,0,1,0,46368,"4636,8",17233,"1723,3",49045,9809,"119006,1","31019,4","87986,7","0,7393461344"
20611,14,1,0,0,35911,"3591,1",44545,"4454,5",23158,"4631,6","111659,6","64639,8","47019,8","0,4210994845"
20612,10,1,0,0,24951,"2495,1",35339,"3533,9",10979,"2195,8",77298,"44911,8","32386,2","0,4189784988"
20613,12,1,0,0,24867,"2486,7",24297,"2429,7",38076,"7615,2","92156,4","44760,6","47395,8","0,5142974335"
20614,3,0,1,0,49898,"4989,8",41168,"4116,8",41531,"8306,2","141703,6","74102,4","67601,2","0,4770605687"
20615,13,1,0,0,24599,"2459,9",40689,"4068,9",15154,"3030,8","86970,8","44278,2","42692,6","0,4908842968"
20616,14,1,0,0,47002,"4700,2",34027,"3402,7",12880,2576,"102011,9","84603,6","17408,3","0,1706496987"
20617,2,0,1,0,42895,"4289,5",12946,"1294,6",20925,4185,"82350,1","23302,8","59047,3","0,717027666"
20618,7,0,1,0,18442,"1844,2",34248,"3424,8",26141,"5228,2",84100,"61646,4","22453,6","0,2669869203"
20619,8,1,0,0,28450,2845,45268,"4526,8",35981,"7196,2","117070,8",51210,"65860,8","0,5625723921"
20620,4,0,1,0,12065,"1206,5",37914,"3791,4",13534,"2706,8","68510,9","68245,2","265,7","0,003878214999"
20621,8,1,0,0,28173,"2817,3",46858,"4685,8",40841,"8168,2","123375,1","50711,4","72663,7","0,5889656827"
20622,2,0,1,0,47602,"4760,2",46146,"4614,6",38895,7779,"142017,8","83062,8",58955,"0,4151240197"
20623,11,1,0,0,25005,"2500,5",34421,"3442,1",20741,"4148,2","86109,6",45009,"41100,6","0,4773056663"
20624,10,1,0,0,12491,"1249,1",26204,"2620,4",16558,"3311,6","59122,5","22483,8","36638,7","0,6197082329"
20625,5,0,1,0,15770,1577,41245,"4124,5",25362,"5072,4","88078,5",74241,"13837,5","0,1571041741"
20626,12,1,0,0,26752,"2675,2",13576,"1357,6",26301,"5260,2","70661,8","48153,6","22508,2","0,3185342009"
20627,2,0,1,0,37100,3710,44807,"4480,7",32167,"6433,4","122264,7","80652,6","41612,1","0,3403443512"
20628,8,1,0,0,19682,"1968,2",11542,"1154,2",23930,4786,"58276,4","35427,6","22848,8","0,3920763808"
20629,13,1,0,0,41553,"4155,3",43292,"4329,2",40464,"8092,8","133793,5","74795,4","58998,1","0,4409638734"
20630,5,0,1,0,25492,"2549,2",34416,"3441,6",22896,"4579,2","88794,8","61948,8",26846,"0,3023375243"
20631,6,0,1,0,49246,"4924,6",46629,"4662,9",16217,"3243,4","121679,5","83932,2","37747,3","0,3102190591"
20632,3,0,1,0,15339,"1533,9",20355,"2035,5",21870,4374,"61133,4",36639,"24494,4","0,4006713188"
20633,13,1,0,0,21561,"2156,1",31126,"3112,6",28902,"5780,4","86857,7","38809,8","48047,9","0,5531795109"
20634,11,1,0,0,35216,"3521,6",47315,"4731,5",17298,"3459,6","108082,1","63388,8","44693,3","0,4135125058"
20635,2,0,1,0,47690,4769,25805,"2580,5",41217,"8243,4","122061,5",46449,"75612,5","0,6194623202"
20636,10,1,0,0,29175,"2917,5",40378,"4037,8",29805,5961,"106313,3",52515,"53798,3","0,5060354631"
20637,4,0,1,0,32165,"3216,5",25963,"2596,3",25522,"5104,4","89462,8","46733,4","42729,4","0,4776219837"
20638,13,1,0,0,22247,"2224,7",49576,"4957,6",20895,4179,"99900,3","40044,6","59855,7","0,5991543569"
20639,5,0,1,0,48124,"4812,4",13718,"1371,8",38393,"7678,6","106419,2","24692,4","81726,8","0,7679704414"
20640,5,0,1,0,44691,"4469,1",34561,"3456,1",14155,2831,"101332,2","62209,8","39122,4","0,3860806338"
20641,5,0,1,0,48435,"4843,5",20550,2055,43362,"8672,4","119245,5",36990,"82255,5","0,6897996151"
20642,5,0,1,0,17136,"1713,6",16721,"1672,1",26396,"5279,2","63638,7","30097,8","33540,9","0,5270519354"
20643,10,1,0,0,12274,"1227,4",42716,"4271,6",23951,"4790,2",84440,"22093,2","62346,8","0,7383562293"
20644,12,1,0,0,23439,"2343,9",31836,"3183,6",42525,8505,"103327,5","42190,2","61137,3","0,5916846919"
20645,11,1,0,0,21024,"2102,4",12417,"1241,7",12257,"2451,4","49042,1","37843,2","11198,9","0,2283527826"
20646,5,0,1,0,24125,"2412,5",49098,"4909,8",47940,9588,"128485,3","88376,4","40108,9","0,3121672285"
20647,7,0,1,0,13040,1304,26494,"2649,4",46277,"9255,4","89764,4","47689,2","42075,2","0,4687292512"
20648,13,1,0,0,18197,"1819,7",47757,"4775,7",18879,"3775,8","91428,4","32754,6","58673,8","0,6417458908"
20649,7,0,1,0,35971,"3597,1",17041,"1704,1",20762,"4152,4","79075,2","30673,8","48401,4","0,6120932985"
20650,13,1,0,0,45476,"4547,6",44014,"4401,4",30077,"6015,4",128516,"81856,8","46659,2","0,3630614087"
20651,1,0,1,0,47613,"4761,3",46748,"4674,8",26581,"5316,2","130378,1","84146,4","46231,7","0,3545971294"
20652,5,0,1,0,16790,1679,41817,"4181,7",16609,"3321,8","81076,7","75270,6","5806,1","0,07161243613"
20653,14,1,0,0,47148,"4714,8",43851,"4385,1",22517,"4503,4","122615,9","84866,4","37749,5","0,3078679029"
20654,7,0,1,0,37241,"3724,1",16347,"1634,7",19900,3980,"78846,8","29424,6","49422,2","0,6268130095"
20655,11,1,0,0,38958,"3895,8",30914,"3091,4",47294,"9458,8","124153,2","70124,4","54028,8","0,435178473"
20656,6,0,1,0,20824,"2082,4",43312,"4331,2",13884,"2776,8","84433,6","77961,6",6472,"0,07665194899"
20657,10,1,0,0,17721,"1772,1",47150,4715,39839,"7967,8","111197,1","31897,8","79299,3","0,7131417996"
20658,2,0,1,0,26243,"2624,3",26194,"2619,4",14700,2940,"72380,7","47149,2","25231,5","0,3485943076"
20659,0,0,0,1,48281,"4828,1",10598,"1059,8",49727,"9945,4","114493,9","556942,4","-442448,5","-3,864384915"
20660,4,0,1,0,37404,"3740,4",13858,"1385,8",14534,"2906,8","70922,2","24944,4","45977,8","0,6482850222"
20661,6,0,1,0,14821,"1482,1",14347,"1434,7",10127,"2025,4","42211,8","25824,6","16387,2","0,3882137222"
20662,10,1,0,0,42426,"4242,6",39070,3907,47014,"9402,8","136659,6","76366,8","60292,8","0,441189642"
20663,7,0,1,0,24575,"2457,5",16218,"1621,8",11011,"2202,2","55883,3","29192,4","26690,9","0,4776185372"
20664,12,1,0,0,26902,"2690,2",42258,"4225,8",27697,"5539,4",103773,"48423,6","55349,4","0,5333699517"
20665,8,1,0,0,30712,"3071,2",25503,"2550,3",14805,2961,"76641,5","55281,6","21359,9","0,2786988772"
20666,14,1,0,0,36422,"3642,2",22312,"2231,2",29519,"5903,8","94126,4","65559,6","28566,8","0,3034940251"
20667,7,0,1,0,22067,"2206,7",30640,3064,40029,"8005,8","98006,7",55152,"42854,7","0,4372629626"
20668,0,0,0,1,46208,"4620,8",46164,"4616,4",20774,"4154,8","122383,2","232668,8","-110285,6","-0,901149831"
20669,9,1,0,0,14128,"1412,8",31042,"3104,2",25839,"5167,8",75526,"25430,4","50095,6","0,6632894632"
20670,9,1,0,0,39075,"3907,5",10781,"1078,1",14216,"2843,2","69057,6",70335,"-1277,4","-0,018497602"
20671,7,0,1,0,42365,"4236,5",13075,"1307,5",23053,"4610,6",84037,23535,60502,"0,7199447862"
20672,3,0,1,0,14330,1433,45068,"4506,8",32795,6559,"98132,8","81122,4","17010,4","0,173340616"
20673,12,1,0,0,27034,"2703,4",48608,"4860,8",21520,4304,"104726,2","48661,2",56065,"0,5353483655"
20674,5,0,1,0,37840,3784,35579,"3557,9",23437,"4687,4","104197,9","64042,2","40155,7","0,3853791679"
20675,9,1,0,0,25323,"2532,3",14190,1419,22020,4404,"65484,3","45581,4","19902,9","0,30393392"
20676,0,0,0,1,26124,"2612,4",30371,"3037,1",19022,"3804,4","81166,5","213046,4","-131879,9","-1,624807032"
20677,0,0,0,1,34895,"3489,5",35348,"3534,8",41002,"8200,4","118269,3","459222,4","-340953,1","-2,882853792"
20678,9,1,0,0,34384,"3438,4",21456,"2145,6",44682,"8936,4",106106,"61891,2","44214,8","0,4167040507"
20679,5,0,1,0,21138,"2113,8",34407,"3440,7",21846,"4369,2","82945,5","61932,6","21012,9","0,2533338156"
20680,1,0,1,0,29838,"2983,8",10906,"1090,6",12754,"2550,8","57572,4","19630,8","37941,6","0,6590241157"
20681,7,0,1,0,32688,"3268,8",48559,"4855,9",26216,"5243,2","115587,7","87406,2","28181,5","0,2438105439"
20682,1,0,1,0,28378,"2837,8",21727,"2172,7",26931,"5386,2","82046,5","39108,6","42937,9","0,5233361569"
20683,8,1,0,0,25897,"2589,7",49554,"4955,4",37914,"7582,8","120910,1","46614,6","74295,5","0,6144689319"
20684,6,0,1,0,45574,"4557,4",35999,"3599,9",36480,7296,"126210,3","64798,2","61412,1","0,4865854847"
20685,13,1,0,0,44210,4421,25433,"2543,3",20137,"4027,4","96744,3",79578,"17166,3","0,1774399112"
20686,4,0,1,0,44391,"4439,1",33917,"3391,7",12978,"2595,6","99116,8","61050,6","38066,2","0,3840539646"
20687,14,1,0,0,33779,"3377,9",21546,"2154,6",30855,6171,"91712,5","60802,2","30910,3","0,3370347553"
20688,12,1,0,0,14206,"1420,6",13247,"1324,7",32159,"6431,8","62357,3","25570,8","36786,5","0,5899309303"
20689,7,0,1,0,48825,"4882,5",31804,"3180,4",11948,"2389,6","100639,9","57247,2","43392,7","0,4311679562"
20690,1,0,1,0,21941,"2194,1",45041,"4504,1",10538,"2107,6","84218,2","81073,8","3144,4","0,03733634773"
20691,12,1,0,0,31343,"3134,3",46465,"4646,5",12950,2590,"98538,8","56417,4","42121,4","0,4274600462"
20692,6,0,1,0,30148,"3014,8",24465,"2446,5",29126,"5825,2","89200,3",44037,"45163,3","0,5063133196"
20693,10,1,0,0,47690,4769,30069,"3006,9",42551,"8510,2","128085,9",85842,"42243,9","0,3298091359"
20694,7,0,1,0,23217,"2321,7",12340,1234,44237,"8847,4","83349,7",22212,"61137,7","0,733508339"
20695,3,0,1,0,12819,"1281,9",28393,"2839,3",48967,"9793,4","94300,2","51107,4","43192,8","0,4580350837"
20696,11,1,0,0,46366,"4636,6",40765,"4076,5",28203,"5640,6","124047,1","83458,8","40588,3","0,3272007165"
20697,1,0,1,0,40556,"4055,6",18133,"1813,3",27910,5582,"92467,9","32639,4","59828,5","0,6470191277"
20698,12,1,0,0,18577,"1857,7",33434,"3343,4",41314,"8262,8","98526,1","33438,6","65087,5","0,6606117567"
20699,3,0,1,0,30024,"3002,4",44612,"4461,2",33978,"6795,6","116077,6","80301,6",35776,"0,3082076128"
20700,13,1,0,0,26347,"2634,7",46579,"4657,9",11869,"2373,8","92087,6","47424,6",44663,"0,4850055816"
20701,8,1,0,0,44617,"4461,7",34037,"3403,7",43144,"8628,8","129663,4","80310,6","49352,8","0,3806224424"
20702,13,1,0,0,46926,"4692,6",39282,"3928,2",25746,"5149,2","120574,8","84466,8",36108,"0,29946556"
20703,3,0,1,0,46509,"4650,9",46205,"4620,5",11675,2335,"113660,4",83169,"30491,4","0,268267576"
20704,14,1,0,0,35258,"3525,8",42407,"4240,7",12875,2575,"98306,5","63464,4","34842,1","0,3544231561"
20705,9,1,0,0,48476,"4847,6",45032,"4503,2",16785,3357,"119643,8","87256,8",32387,"0,2706951802"
20706,6,0,1,0,16167,"1616,7",34018,"3401,8",48665,9733,"103868,5","61232,4","42636,1","0,4104815223"
20707,13,1,0,0,22799,"2279,9",37870,3787,18914,"3782,8","85649,9","41038,2","44611,7","0,5208610868"
20708,5,0,1,0,31306,"3130,6",47424,"4742,4",47497,"9499,4",134100,"85363,2","48736,8","0,3634362416"
20709,8,1,0,0,37137,"3713,7",25233,"2523,3",32590,6518,101197,"66846,6","34350,4","0,3394408925"
20710,13,1,0,0,48394,"4839,4",47618,"4761,8",47381,"9476,2","152994,2","87109,2",65885,"0,4306372398"
20711,3,0,1,0,18016,"1801,6",41701,"4170,1",45730,9146,"111418,7","75061,8","36356,9","0,3263087794"
20712,6,0,1,0,18395,"1839,5",25561,"2556,1",24641,"4928,2","72992,6","46009,8","26982,8","0,3696648701"
20713,6,0,1,0,28061,"2806,1",12573,"1257,3",45280,9056,"89977,4","22631,4",67346,"0,7484768397"
20714,9,1,0,0,45092,"4509,2",40531,"4053,1",40965,8193,"135150,3","81165,6","53984,7","0,3994419546"
20715,5,0,1,0,32929,"3292,9",11932,"1193,2",44741,"8948,2","94088,1","21477,6","72610,5","0,7717288371"
20716,11,1,0,0,32403,"3240,3",12528,"1252,8",38317,"7663,4","87741,1","58325,4","29415,7","0,3352556556"
20717,3,0,1,0,23645,"2364,5",23628,"2362,8",27019,"5403,8","79019,3","42530,4","36488,9","0,4617719975"
20718,12,1,0,0,49613,"4961,3",43827,"4382,7",17261,"3452,2",120045,"89303,4","30741,6","0,2560839685"
20719,7,0,1,0,40455,"4045,5",31124,"3112,4",49896,"9979,2","128632,9","56023,2","72609,7","0,5644722307"
20720,6,0,1,0,35996,"3599,6",26212,"2621,2",18525,3705,"86953,8","47181,6","39772,2","0,4573946165"
20721,12,1,0,0,32098,"3209,8",33992,"3399,2",13003,"2600,6",85702,"57776,4","27925,6","0,3258453712"
20722,2,0,1,0,17259,"1725,9",34062,"3406,2",24371,"4874,2","80824,1","61311,6","19512,5","0,2414193291"
20723,4,0,1,0,31859,"3185,9",22968,"2296,8",11690,2338,"71999,7","41342,4","30657,3","0,4257976075"
20724,0,0,0,1,30652,"3065,2",39240,3924,34403,"6880,6","111284,2","385313,6","-274029,4","-2,462428629"
20725,1,0,1,0,36546,"3654,6",42241,"4224,1",47378,"9475,6","134043,7","76033,8","58009,9","0,4327685673"
20726,9,1,0,0,47814,"4781,4",29000,2900,29062,"5812,4","113557,4","86065,2","27492,2","0,2420995902"
20727,9,1,0,0,30349,"3034,9",22912,"2291,2",44488,"8897,6","103075,1","54628,2","48446,9","0,4700155518"
20728,0,0,0,1,39618,"3961,8",19998,"1999,8",13499,"2699,8","79076,6","151188,8","-72112,2","-0,9119284339"
20729,2,0,1,0,41293,"4129,3",47098,"4709,8",44844,"8968,8","142074,1","84776,4","57297,7","0,403294478"
20730,5,0,1,0,30935,"3093,5",48460,4846,45220,9044,"132554,5",87228,"45326,5","0,3419461429"
20731,11,1,0,0,48549,"4854,9",34976,"3497,6",11296,"2259,2","103173,5","87388,2","15785,3","0,1529976205"
20732,1,0,1,0,31807,"3180,7",47193,"4719,3",22355,4471,109255,"84947,4","24307,6","0,2224850121"
20733,7,0,1,0,14508,"1450,8",20291,"2029,1",38610,7722,"76888,9","36523,8","40365,1","0,5249795484"
20734,3,0,1,0,41837,"4183,7",34005,"3400,5",27365,5473,"110791,2",61209,"49582,2","0,4475283235"
20735,7,0,1,0,12228,"1222,8",31651,"3165,1",22333,"4466,6","70599,9","56971,8","13628,1","0,1930328513"
20736,0,0,0,1,24197,"2419,7",13080,1308,26088,"5217,6","67092,7","292185,6","-225092,9","-3,354953669"
20737,4,0,1,0,38231,"3823,1",11694,"1169,4",21998,"4399,6","76915,5","21049,2","55866,3","0,7263334438"
20738,6,0,1,0,22748,"2274,8",41838,"4183,8",27440,5488,"98484,6","75308,4","23176,2","0,235328163"
20739,13,1,0,0,19989,"1998,9",43489,"4348,9",15930,3186,"85755,8","35980,2","49775,6","0,5804342097"
20740,12,1,0,0,39058,"3905,8",11796,"1179,6",48476,"9695,2","104415,4","70304,4",34111,"0,3266855272"
20741,8,1,0,0,29410,2941,18667,"1866,7",48827,"9765,4","101711,7",52938,"48773,7","0,4795289038"
20742,4,0,1,0,15138,"1513,8",15182,"1518,2",47469,"9493,8",80821,"27327,6","53493,4","0,6618750077"
20743,0,0,0,1,36986,"3698,6",15943,"1594,3",43816,"8763,2","102037,9","490739,2","-388701,3","-3,809381612"
20744,1,0,1,0,22389,"2238,9",41719,"4171,9",49086,"9817,2","119604,8","75094,2","44510,6","0,3721472717"
20745,7,0,1,0,49831,"4983,1",28150,2815,36815,7363,"122594,1",50670,"71924,1","0,5866848405"
20746,8,1,0,0,28303,"2830,3",45586,"4558,6",46363,"9272,6","127640,9","50945,4","76695,5","0,6008693138"
20747,6,0,1,0,30571,"3057,1",23288,"2328,8",37521,"7504,2","96765,9","41918,4","54847,5","0,5668060753"
20748,1,0,1,0,11241,"1124,1",14634,"1463,4",20258,"4051,6","48720,5","26341,2","22379,3","0,459340524"
20749,0,0,0,1,38094,"3809,4",17885,"1788,5",18608,"3721,6","80184,9","208409,6","-128224,7","-1,599112801"
20750,0,0,0,1,21850,2185,47018,"4701,8",36062,"7212,4","111816,8","403894,4","-292077,6","-2,612108377"
20751,11,1,0,0,46672,"4667,2",42878,"4287,8",48666,"9733,2",147171,"84009,6","63161,4","0,429170149"
20752,13,1,0,0,10120,1012,19471,"1947,1",24311,"4862,2","56861,1",18216,"38645,1","0,6796403868"
20753,14,1,0,0,13449,"1344,9",42274,"4227,4",46602,"9320,4","107897,3","24208,2","83689,1","0,7756366471"
20754,13,1,0,0,42785,"4278,5",32281,"3228,1",10358,"2071,6","92930,6",77013,"15917,6","0,1712848082"
20755,8,1,0,0,37962,"3796,2",47777,"4777,7",33073,"6614,6","127385,9","68331,6","59054,3","0,4635858443"
20756,8,1,0,0,40471,"4047,1",14689,"1468,9",20122,"4024,4",80798,"72847,8","7950,2","0,0983959999"
20757,13,1,0,0,19113,"1911,3",28682,"2868,2",20612,"4122,4","73186,5","34403,4","38783,1","0,5299215019"
20758,7,0,1,0,12289,"1228,9",18159,"1815,9",29168,"5833,6","62660,8","32686,2","29974,6","0,478362868"
